IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
172.66.150.96,4,4,0.00,21.51,0.00,N/A
104.17.253.7,4,4,0.00,21.54,0.00,N/A
104.17.45.65,4,4,0.00,21.54,0.00,N/A
104.17.127.165,4,4,0.00,21.55,0.00,N/A
104.19.77.143,4,4,0.00,21.55,0.00,N/A
104.19.112.161,4,4,0.00,21.55,0.00,N/A
104.18.83.215,4,4,0.00,21.55,0.00,N/A
104.19.169.124,4,4,0.00,21.56,0.00,N/A
104.19.207.137,4,4,0.00,21.57,0.00,N/A
104.18.123.185,4,4,0.00,21.57,0.00,N/A
104.18.211.134,4,4,0.00,21.58,0.00,N/A
104.18.106.59,4,4,0.00,21.58,0.00,N/A
104.18.54.237,4,4,0.00,21.60,0.00,N/A
104.17.206.233,4,4,0.00,21.61,0.00,N/A
104.19.82.231,4,4,0.00,21.67,0.00,N/A
104.19.129.140,4,4,0.00,21.70,0.00,N/A
104.17.171.214,4,4,0.00,21.71,0.00,N/A
104.17.185.134,4,4,0.00,21.71,0.00,N/A
104.18.40.92,4,4,0.00,21.72,0.00,N/A
104.19.175.145,4,4,0.00,21.73,0.00,N/A
104.18.132.98,4,4,0.00,21.73,0.00,N/A
104.17.198.196,4,4,0.00,21.73,0.00,N/A
104.17.212.32,4,4,0.00,21.75,0.00,N/A
104.16.81.66,4,4,0.00,21.76,0.00,N/A
104.18.79.85,4,4,0.00,21.78,0.00,N/A
104.17.63.38,4,4,0.00,21.78,0.00,N/A
104.19.5.162,4,4,0.00,21.79,0.00,N/A
104.16.224.135,4,4,0.00,21.80,0.00,N/A
104.17.124.249,4,4,0.00,21.80,0.00,N/A
104.19.65.87,4,4,0.00,21.81,0.00,N/A
104.18.98.38,4,4,0.00,21.81,0.00,N/A
104.19.224.135,4,4,0.00,21.81,0.00,N/A
104.17.134.160,4,4,0.00,21.84,0.00,N/A
104.18.92.42,4,4,0.00,21.89,0.00,N/A
104.19.111.90,4,4,0.00,21.90,0.00,N/A
104.17.201.38,4,4,0.00,21.92,0.00,N/A
104.18.143.147,4,4,0.00,21.92,0.00,N/A
104.18.81.167,4,4,0.00,21.93,0.00,N/A
104.19.24.173,4,4,0.00,21.93,0.00,N/A
104.17.100.64,4,4,0.00,21.95,0.00,N/A
104.18.5.165,4,4,0.00,21.95,0.00,N/A
104.17.98.82,4,4,0.00,21.96,0.00,N/A
104.17.225.29,4,4,0.00,21.97,0.00,N/A
104.16.230.129,4,4,0.00,22.00,0.00,N/A
104.18.126.46,4,4,0.00,22.00,0.00,N/A
104.18.152.145,4,4,0.00,22.00,0.00,N/A
104.18.194.163,4,4,0.00,22.01,0.00,N/A
104.29.137.89,4,4,0.00,22.02,0.00,N/A
104.17.255.98,4,4,0.00,22.03,0.00,N/A
104.17.215.33,4,4,0.00,22.03,0.00,N/A
104.17.231.126,4,4,0.00,22.05,0.00,N/A
104.17.218.226,4,4,0.00,22.05,0.00,N/A
104.17.196.70,4,4,0.00,22.05,0.00,N/A
104.18.119.197,4,4,0.00,22.06,0.00,N/A
104.19.156.97,4,4,0.00,22.06,0.00,N/A
104.17.170.210,4,4,0.00,22.07,0.00,N/A
104.17.86.229,4,4,0.00,22.08,0.00,N/A
104.18.189.240,4,4,0.00,22.08,0.00,N/A
104.17.214.44,4,4,0.00,22.10,0.00,N/A
104.17.163.84,4,4,0.00,22.12,0.00,N/A
104.19.130.190,4,4,0.00,22.14,0.00,N/A
104.16.231.4,4,4,0.00,22.14,0.00,N/A
104.17.126.146,4,4,0.00,22.15,0.00,N/A
104.18.209.115,4,4,0.00,22.23,0.00,N/A
104.18.101.118,4,4,0.00,22.24,0.00,N/A
104.18.61.136,4,4,0.00,22.28,0.00,N/A
104.19.177.44,4,4,0.00,22.28,0.00,N/A
104.16.78.97,4,4,0.00,22.29,0.00,N/A
104.19.95.92,4,4,0.00,22.30,0.00,N/A
104.19.173.126,4,4,0.00,22.32,0.00,N/A
104.18.187.111,4,4,0.00,22.34,0.00,N/A
104.17.118.26,4,4,0.00,22.35,0.00,N/A
104.17.111.196,4,4,0.00,22.37,0.00,N/A
104.17.235.174,4,4,0.00,22.38,0.00,N/A
104.18.191.228,4,4,0.00,22.40,0.00,N/A
104.17.149.82,4,4,0.00,22.41,0.00,N/A
104.17.237.229,4,4,0.00,22.43,0.00,N/A
104.18.63.177,4,4,0.00,22.47,0.00,N/A
104.20.8.96,4,4,0.00,22.48,0.00,N/A
104.17.194.69,4,4,0.00,22.48,0.00,N/A
104.19.136.200,4,4,0.00,22.48,0.00,N/A
104.17.85.59,4,4,0.00,22.49,0.00,N/A
104.17.227.79,4,4,0.00,22.50,0.00,N/A
104.18.236.80,4,4,0.00,22.50,0.00,N/A
104.19.163.86,4,4,0.00,22.53,0.00,N/A
104.16.77.51,4,4,0.00,22.56,0.00,N/A
104.19.134.242,4,4,0.00,22.56,0.00,N/A
104.17.52.49,4,4,0.00,22.59,0.00,N/A
104.18.103.172,4,4,0.00,22.62,0.00,N/A
104.19.140.251,4,4,0.00,22.62,0.00,N/A
104.17.184.170,4,4,0.00,22.63,0.00,N/A
104.18.42.231,4,4,0.00,22.64,0.00,N/A
104.19.116.236,4,4,0.00,22.68,0.00,N/A
104.18.180.92,4,4,0.00,22.69,0.00,N/A
104.18.94.150,4,4,0.00,22.70,0.00,N/A
104.19.149.109,4,4,0.00,22.70,0.00,N/A
104.18.60.21,4,4,0.00,22.71,0.00,N/A
104.17.58.241,4,4,0.00,22.77,0.00,N/A
104.16.192.63,4,4,0.00,22.78,0.00,N/A
104.17.72.42,4,4,0.00,22.79,0.00,N/A
104.18.99.195,4,4,0.00,22.80,0.00,N/A
104.17.226.86,4,4,0.00,22.82,0.00,N/A
104.18.170.254,4,4,0.00,22.83,0.00,N/A
104.18.117.228,4,4,0.00,22.86,0.00,N/A
104.18.184.102,4,4,0.00,22.86,0.00,N/A
104.17.187.67,4,4,0.00,22.86,0.00,N/A
104.18.155.210,4,4,0.00,22.89,0.00,N/A
104.19.159.153,4,4,0.00,22.90,0.00,N/A
104.18.88.190,4,4,0.00,22.94,0.00,N/A
104.19.105.94,4,4,0.00,22.95,0.00,N/A
104.19.223.220,4,4,0.00,22.99,0.00,N/A
104.18.72.210,4,4,0.00,22.99,0.00,N/A
104.17.71.1,4,4,0.00,23.01,0.00,N/A
104.17.179.157,4,4,0.00,23.04,0.00,N/A
104.18.21.71,4,4,0.00,23.04,0.00,N/A
104.19.64.37,4,4,0.00,23.05,0.00,N/A
104.18.130.22,4,4,0.00,23.09,0.00,N/A
104.18.139.221,4,4,0.00,23.11,0.00,N/A
104.19.165.200,4,4,0.00,23.12,0.00,N/A
172.66.197.139,4,4,0.00,23.14,0.00,N/A
104.18.28.21,4,4,0.00,23.15,0.00,N/A
104.18.199.53,4,4,0.00,23.15,0.00,N/A
104.18.55.158,4,4,0.00,23.16,0.00,N/A
104.17.166.247,4,4,0.00,23.17,0.00,N/A
104.17.249.250,4,4,0.00,23.19,0.00,N/A
104.19.242.73,4,4,0.00,23.19,0.00,N/A
104.17.83.153,4,4,0.00,23.22,0.00,N/A
104.18.91.168,4,4,0.00,23.23,0.00,N/A
104.19.155.12,4,4,0.00,23.27,0.00,N/A
104.17.78.110,4,4,0.00,23.27,0.00,N/A
104.17.157.81,4,4,0.00,23.29,0.00,N/A
104.18.45.57,4,4,0.00,23.30,0.00,N/A
104.19.6.91,4,4,0.00,23.31,0.00,N/A
104.19.170.210,4,4,0.00,23.31,0.00,N/A
104.17.162.61,4,4,0.00,23.33,0.00,N/A
104.17.91.8,4,4,0.00,23.34,0.00,N/A
104.19.3.120,4,4,0.00,23.34,0.00,N/A
104.18.0.30,4,4,0.00,23.38,0.00,N/A
104.19.81.236,4,4,0.00,23.38,0.00,N/A
104.19.99.178,4,4,0.00,23.39,0.00,N/A
104.18.78.12,4,4,0.00,23.41,0.00,N/A
104.19.40.71,4,4,0.00,23.42,0.00,N/A
104.19.131.232,4,4,0.00,23.46,0.00,N/A
104.18.44.104,4,4,0.00,23.48,0.00,N/A
104.18.50.201,4,4,0.00,23.50,0.00,N/A
104.19.29.11,4,4,0.00,23.69,0.00,N/A
104.17.160.173,4,4,0.00,23.70,0.00,N/A
104.19.27.195,4,4,0.00,23.71,0.00,N/A
104.19.125.73,4,4,0.00,23.72,0.00,N/A
104.17.230.127,4,4,0.00,23.78,0.00,N/A
104.18.182.61,4,4,0.00,23.82,0.00,N/A
104.18.25.135,4,4,0.00,23.85,0.00,N/A
104.29.156.177,4,4,0.00,23.87,0.00,N/A
172.66.200.42,4,4,0.00,23.88,0.00,N/A
104.18.165.232,4,4,0.00,23.88,0.00,N/A
104.18.171.243,4,4,0.00,23.91,0.00,N/A
104.17.188.201,4,4,0.00,23.93,0.00,N/A
172.66.198.127,4,4,0.00,24.01,0.00,N/A
104.18.239.140,4,4,0.00,24.01,0.00,N/A
104.19.25.6,4,4,0.00,24.03,0.00,N/A
104.19.122.243,4,4,0.00,24.08,0.00,N/A
104.16.62.181,4,4,0.00,24.09,0.00,N/A
104.18.80.4,4,4,0.00,24.13,0.00,N/A
104.18.10.117,4,4,0.00,24.23,0.00,N/A
104.19.123.111,4,4,0.00,24.29,0.00,N/A
104.18.222.12,4,4,0.00,24.30,0.00,N/A
104.17.110.254,4,4,0.00,24.61,0.00,N/A
104.16.56.121,4,4,0.00,24.65,0.00,N/A
104.18.65.202,4,4,0.00,24.77,0.00,N/A
104.17.53.188,4,4,0.00,24.84,0.00,N/A
104.18.9.232,4,4,0.00,24.92,0.00,N/A
104.18.30.46,4,4,0.00,25.16,0.00,N/A
172.66.209.16,4,4,0.00,25.19,0.00,N/A
172.66.213.100,4,4,0.00,25.20,0.00,N/A
172.66.203.160,4,4,0.00,25.21,0.00,N/A
172.66.202.198,4,4,0.00,25.22,0.00,N/A
172.66.210.159,4,4,0.00,25.44,0.00,N/A
104.18.227.211,4,4,0.00,25.58,0.00,N/A
172.66.192.197,4,4,0.00,25.63,0.00,N/A
172.66.134.110,4,4,0.00,25.76,0.00,N/A
172.66.205.95,4,4,0.00,25.80,0.00,N/A
172.66.143.242,4,4,0.00,25.82,0.00,N/A
172.66.196.105,4,4,0.00,25.87,0.00,N/A
172.66.132.32,4,4,0.00,25.90,0.00,N/A
104.19.85.206,4,4,0.00,26.04,0.00,N/A
172.66.199.18,4,4,0.00,26.10,0.00,N/A
172.66.139.46,4,4,0.00,26.28,0.00,N/A
172.66.131.162,4,4,0.00,26.33,0.00,N/A
172.66.211.104,4,4,0.00,26.34,0.00,N/A
172.66.129.19,4,4,0.00,26.35,0.00,N/A
172.66.215.204,4,4,0.00,26.44,0.00,N/A
172.66.135.23,4,4,0.00,26.58,0.00,N/A
172.66.133.59,4,4,0.00,26.60,0.00,N/A
104.29.155.67,4,4,0.00,26.77,0.00,N/A
172.66.176.233,4,4,0.00,26.79,0.00,N/A
172.66.207.117,4,4,0.00,26.81,0.00,N/A
172.66.193.50,4,4,0.00,27.08,0.00,N/A
172.66.201.168,4,4,0.00,27.36,0.00,N/A
172.66.216.80,4,4,0.00,27.45,0.00,N/A
172.66.140.13,4,4,0.00,27.49,0.00,N/A
172.66.195.115,4,4,0.00,27.56,0.00,N/A
172.66.206.72,4,4,0.00,27.84,0.00,N/A
172.66.208.235,4,4,0.00,27.85,0.00,N/A
172.66.177.199,4,4,0.00,27.85,0.00,N/A
172.66.194.157,4,4,0.00,27.93,0.00,N/A
172.66.136.124,4,4,0.00,28.00,0.00,N/A
104.29.152.62,4,4,0.00,28.03,0.00,N/A
172.66.128.175,4,4,0.00,28.06,0.00,N/A
172.66.212.156,4,4,0.00,28.12,0.00,N/A
172.66.217.146,4,4,0.00,28.29,0.00,N/A
172.66.204.249,4,4,0.00,28.41,0.00,N/A
172.66.138.164,4,4,0.00,28.55,0.00,N/A
172.64.78.81,4,4,0.00,28.64,0.00,N/A
172.66.130.33,4,4,0.00,28.65,0.00,N/A
172.66.137.107,4,4,0.00,29.39,0.00,N/A
104.29.159.182,4,4,0.00,29.54,0.00,N/A
172.66.141.75,4,4,0.00,29.54,0.00,N/A
172.66.214.141,4,4,0.00,29.86,0.00,N/A
172.66.142.137,4,4,0.00,30.13,0.00,N/A
104.29.143.131,4,4,0.00,53.25,0.00,N/A
104.29.153.23,4,4,0.00,60.21,0.00,N/A
104.29.154.70,4,4,0.00,61.23,0.00,N/A
104.30.129.17,4,4,0.00,79.72,0.00,N/A
104.29.111.26,4,4,0.00,82.74,0.00,N/A
104.29.126.184,4,4,0.00,84.82,0.00,N/A
162.159.160.210,4,4,0.00,88.05,0.00,N/A
104.29.124.39,4,4,0.00,92.90,0.00,N/A
104.29.127.213,4,4,0.00,94.26,0.00,N/A
104.29.144.34,4,4,0.00,95.92,0.00,N/A
104.29.125.18,4,4,0.00,106.97,0.00,N/A
104.29.147.31,4,4,0.00,111.16,0.00,N/A
104.31.0.28,4,4,0.00,112.69,0.00,N/A
104.29.157.234,4,4,0.00,198.31,0.00,N/A
104.29.142.51,4,4,0.00,224.52,0.00,N/A
104.29.141.132,4,4,0.00,226.34,0.00,N/A
104.31.5.22,4,4,0.00,226.72,0.00,N/A
104.29.138.215,4,4,0.00,247.96,0.00,N/A
104.29.139.116,4,4,0.00,252.71,0.00,N/A
104.18.255.90,4,3,0.25,2.79,0.00,N/A
104.19.151.155,4,3,0.25,2.98,0.00,N/A
104.19.172.132,4,3,0.25,3.31,0.00,N/A
104.19.103.155,4,3,0.25,3.54,0.00,N/A
104.19.66.96,4,3,0.25,3.61,0.00,N/A
104.18.250.8,4,3,0.25,5.84,0.00,N/A
104.18.235.113,4,3,0.25,6.40,0.00,N/A
104.18.219.207,4,3,0.25,7.00,0.00,N/A
104.18.237.11,4,3,0.25,7.53,0.00,N/A
104.20.62.48,4,3,0.25,9.00,0.00,N/A
104.20.31.44,4,3,0.25,13.32,0.00,N/A
104.18.140.10,4,3,0.25,19.68,0.00,N/A
104.18.93.109,4,3,0.25,20.29,0.00,N/A
